P,Player,Week,Team,Opp,Opp Rank,FDSal,,DK Salary,FD Points,DK Points,DK Multiplier
WR,Anthony Schwartz,3,CLE,CHI,29,4800,3200,3.2,0,0,0.0
WR,Trinity Benson,3,DET,BAL,26,4600,3000,3,0,0,0.0
WR,Tom Kennedy,3,DET,BAL,26,4500,3000,3,0,0,0.0
WR,DeMichael Harris,3,IND,TEN,32,4500,3000,3,0,0,0.0
WR,Mike Strachan,3,IND,TEN,32,4600,3000,3,0,0,0.0
WR,Phillip Dorsett II,3,JAX,ARI,24,4500,3000,3,0,0,0.0
WR,Jamal Agnew,3,JAX,ARI,24,4500,3000,3,0,0,0.0
WR,Tyron Johnson,3,JAX,ARI,24,4600,3200,3.2,0,0,0.0
WR,Marcus Kemp,3,KC,LAC,1,4500,3000,3,0,0,0.0
WR,Daurice Fountain,3,KC,LAC,1,4500,3000,3,0,0,0.0
WR,KJ Hill Jr.,3,LAC,KC,18,4600,3000,3,0,0,0.0
WR,Joshua Palmer,3,LAC,KC,18,4900,3000,3,0,0,0.0
WR,Matthew Slater,3,NE,NO,14,4500,3000,3,0,0,0.0
WR,Gunner Olszewski,3,NE,NO,14,4500,3000,3,0,0,0.0
WR,Chris Hogan,3,NO,NE,7,4700,3100,3.1,0,0,0.0
WR,Ty Montgomery,3,NO,NE,7,4700,3100,3.1,0,0,0.0
WR,Lil'Jordan Humphrey,3,NO,NE,7,4700,3200,3.2,0,0,0.0
WR,Diontae Johnson,3,PIT,CIN,20,7000,6400,6.4,0,0,0.0
WR,Josh Reynolds,3,TEN,IND,30,4500,3000,3,0,0,0.0
WR,Racey McMath,3,TEN,IND,30,4500,3000,3,0,0,0.0
WR,DeAndre Carter,3,WAS,BUF,3,4500,3000,3,0,0,0.0
WR,Dax Milne,3,WAS,BUF,3,4500,3000,3,0,0,0.0
WR,Kendall Hinton,3,DEN,NYJ,4,6000,3000,3,0,0,0.0
WR,Willie Snead IV,3,LV,MIA,10,4800,3300,3.3,0,0,0.0
WR,Albert Wilson,3,MIA,LV,19,4600,3100,3.1,0,0,0.0
WR,Jakeem Grant Sr.,3,MIA,LV,19,4500,3200,3.2,0,0,0.0
WR,Mack Hollins,3,MIA,LV,19,4500,3000,3,0,0,0.0
WR,Preston Williams,3,MIA,LV,19,4800,3000,3,0,0,0.0
WR,Jamison Crowder,3,NYJ,DEN,12,5500,4500,4.5,0,0,0.0
WR,Denzel Mims,3,NYJ,DEN,12,4800,3000,3,0,0,0.0
WR,Ben Skowronek,3,LAR,TB,28,4500,3000,3,0,0,0.0
WR,Tutu Atwell,3,LAR,TB,28,4600,3000,3,0,0,0.0
WR,Dede Westbrook,3,MIN,SEA,13,4500,3000,3,0,0,0.0
WR,Ihmir Smith-Marsette,3,MIN,SEA,13,4500,3000,3,0,0,0.0
WR,Cody Thompson,3,SEA,MIN,31,4500,3000,3,0,0,0.0
WR,Dee Eskridge,3,SEA,MIN,31,4800,3000,3,0,0,0.0
WR,Antonio Brown,3,TB,LAR,6,6000,5200,5.2,0,0,0.0
WR,Jaydon Mickens,3,TB,LAR,6,4500,3000,3,0,0,0.0
WR,Travis Jonsen,3,TB,LAR,6,6000,3000,3,0,0,0.0
WR,Randall Cobb,3,GB,SF,5,5100,3400,3.4,0,0,0.0
WR,Malik Taylor,3,GB,SF,5,4500,3000,3,0,0,0.0
WR,Amari Rodgers,3,GB,SF,5,4600,3000,3,0,0,0.0
WR,Trent Sherfield,3,SF,GB,11,4800,3300,3.3,0,0,0.0
WR,Jauan Jennings,3,SF,GB,11,4700,3100,3.1,0,0,0.0
WR,Simi Fehoko,3,DAL,PHI,1,4500,3000,3,0,0,0.0
WR,J.J. Arcega-Whiteside,3,PHI,DAL,29,4500,3000,3,0,0,0.0
WR,Stanley Morgan,4,CIN,JAX,21,4500,3000,3,0,0,0.0
WR,Tee Higgins,4,CIN,JAX,21,6500,5000,5,0,0,0.0
WR,DJ Chark Jr.,4,JAX,CIN,19,6200,5000,5,0,0,0.0
WR,Tyron Johnson,4,JAX,CIN,19,4600,3000,3,0,0,0.0
WR,Russell Gage,4,ATL,WAS,29,5000,4300,4.3,0,0,0.0
WR,Christian Blake,4,ATL,WAS,29,4600,3000,3,0,0,0.0
WR,Frank Darby,4,ATL,WAS,29,4500,3000,3,0,0,0.0
WR,Jake Kumerow,4,BUF,HOU,9,4500,3000,3,0,0,0.0
WR,Isaiah McKenzie,4,BUF,HOU,9,4600,3100,3.1,0,0,0.0
WR,Gabriel Davis,4,BUF,HOU,9,4800,3400,3.4,0,0,0.0
WR,Alex Erickson,4,CAR,DAL,24,4500,3000,3,0,0,0.0
WR,Shi Smith,4,CAR,DAL,24,4500,3000,3,0,0,0.0
WR,Breshad Perriman,4,CHI,DET,15,4500,3000,3,0,0,0.0
WR,Damiere Byrd,4,CHI,DET,15,4600,3000,3,0,0,0.0
WR,Nsimba Webster,4,CHI,DET,15,4500,3000,3,0,0,0.0
WR,Donovan Peoples-Jones,4,CLE,MIN,30,5300,3200,3.2,0,0,0.0
WR,Anthony Schwartz,4,CLE,MIN,30,4700,3000,3,0,0,0.0
WR,Noah Brown,4,DAL,CAR,7,4500,3000,3,0,0,0.0
WR,Malik Turner,4,DAL,CAR,7,4500,3000,3,0,0,0.0
WR,Simi Fehoko,4,DAL,CAR,7,4500,3000,3,0,0,0.0
WR,Tom Kennedy,4,DET,CHI,24,4500,3000,3,0,0,0.0
WR,Danny Amendola,4,HOU,BUF,1,4700,3200,3.2,0,0,0.0
WR,Andre Roberts,4,HOU,BUF,1,4500,3000,3,0,0,0.0
WR,Chris Conley,4,HOU,BUF,1,4700,3000,3,0,0,0.0
WR,Mike Strachan,4,IND,MIA,19,4600,3000,3,0,0,0.0
WR,Demarcus Robinson,4,KC,PHI,2,4900,3800,3.8,0,0,0.0
WR,Marcus Kemp,4,KC,PHI,2,4600,3000,3,0,0,0.0
WR,Daurice Fountain,4,KC,PHI,2,4500,3000,3,0,0,0.0
WR,Mack Hollins,4,MIA,IND,28,4500,3000,3,0,0,0.0
WR,Preston Williams,4,MIA,IND,28,4600,3000,3,0,0,0.0
WR,Ihmir Smith-Marsette,4,MIN,CLE,6,4500,3000,3,0,0,0.0
WR,Kenny Stills,4,NO,NYG,11,1,3000,3,0,0,0.0
WR,Lil'Jordan Humphrey,4,NO,NYG,11,4500,3000,3,0,0,0.0
WR,Sterling Shepard,4,NYG,NO,18,6100,5500,5.5,0,0,0.0
WR,C.J. Board,4,NYG,NO,18,4700,3000,3,0,0,0.0
WR,Darius Slayton,4,NYG,NO,18,5200,4200,4.2,0,0,0.0
WR,Collin Johnson,4,NYG,NO,18,5200,3200,3.2,0,0,0.0
WR,Jeff Smith,4,NYJ,TEN,31,4500,3000,3,0,0,0.0
WR,Denzel Mims,4,NYJ,TEN,31,4700,3000,3,0,0,0.0
WR,Elijah Moore,4,NYJ,TEN,31,4900,3900,3.9,0,0,0.0
WR,J.J. Arcega-Whiteside,4,PHI,KC,27,4500,3000,3,0,0,0.0
WR,Julio Jones,4,TEN,NYJ,4,6700,6500,6.5,0,0,0.0
WR,A.J. Brown,4,TEN,NYJ,4,6800,6300,6.3,0,0,0.0
WR,Racey McMath,4,TEN,NYJ,4,4500,3000,3,0,0,0.0
WR,Cam Sims,4,WAS,ATL,22,4600,3000,3,0,0,0.0
WR,Dax Milne,4,WAS,ATL,22,4500,3000,3,0,0,0.0
WR,Josh Doctson,4,ARI,LAR,13,4500,3000,3,0,0,0.0
WR,Andy Isabella,4,ARI,LAR,13,4500,3000,3,0,0,0.0
WR,Antoine Wesley,4,ARI,LAR,13,4500,3000,3,0,0,0.0
WR,Ben Skowronek,4,LAR,ARI,23,4500,3000,3,0,0,0.0
WR,Tutu Atwell,4,LAR,ARI,23,4600,3000,3,0,0,0.0
WR,Penny Hart,4,SEA,SF,15,4500,3000,3,0,0,0.0
WR,Cody Thompson,4,SEA,SF,15,4500,3000,3,0,0,0.0
WR,Dee Eskridge,4,SEA,SF,15,4600,3000,3,0,0,0.0
WR,Trent Sherfield,4,SF,SEA,20,4600,3200,3.2,0,0,0.0
WR,Tylan Wallace,4,BAL,DEN,8,4500,3000,3,0,0,0.0
WR,David Moore,4,DEN,BAL,17,4500,3000,3,0,0,0.0
WR,Diontae Spencer,4,DEN,BAL,17,4500,3000,3,0,0,0.0
WR,Equanimeous St. Brown,4,GB,PIT,26,4500,3000,3,0,0,0.0
WR,Malik Taylor,4,GB,PIT,26,4500,3000,3,0,0,0.0
WR,Amari Rodgers,4,GB,PIT,26,4700,3000,3,0,0,0.0
WR,Chase Claypool,4,PIT,GB,10,6500,6100,6.1,0,0,0.0
WR,Cody White,4,PIT,GB,10,4500,3000,3,0,0,0.0
WR,Matthew Slater,4,NE,TB,32,4500,3000,3,0,0,0.0
WR,Gunner Olszewski,4,NE,TB,32,4500,3000,3,0,0,0.0
WR,Jaydon Mickens,4,TB,NE,5,4500,3000,3,0,0,0.0
WR,Tyler Johnson,4,TB,NE,5,4700,3200,3.2,0,0,0.0
WR,Jaelon Darden,4,TB,NE,5,4500,3000,3,0,0,0.0
WR,KJ Hill Jr.,4,LAC,LV,12,4600,3000,3,0,0,0.0
WR,Joshua Palmer,4,LAC,LV,12,4900,3000,3,0,0,0.0
WR,Ben Skowronek,5,LAR,SEA,22,4500,3000,3,0,0,0.0
WR,Tutu Atwell,5,LAR,SEA,22,4600,3000,3,0,0,0.0
WR,Phillip Dorsett II,5,SEA,LAR,16,4500,3000,3,0,0,0.0
WR,Calvin Ridley,5,ATL,NYJ,3,7200,6800,6.8,0,0,0.0
WR,Russell Gage,5,ATL,NYJ,3,5000,4000,4,0,0,0.0
WR,Juwan Green,5,ATL,NYJ,3,4500,3000,3,0,0,0.0
WR,Frank Darby,5,ATL,NYJ,3,4500,3000,3,0,0,0.0
WR,Jeff Smith,5,NYJ,ATL,24,4500,3000,3,0,0,0.0
WR,Elijah Moore,5,NYJ,ATL,24,4900,3900,3.9,0,0,0.0
WR,Alex Erickson,5,CAR,PHI,16,4500,3000,3,0,0,0.0
WR,Brandon Zylstra,5,CAR,PHI,16,4900,3200,3.2,0,0,0.0
WR,Shi Smith,5,CAR,PHI,16,4500,3000,3,0,0,0.0
WR,Mike Thomas,5,CIN,GB,11,4600,3000,3,0,0,0.0
WR,Auden Tate,5,CIN,GB,11,4800,3000,3,0,0,0.0
WR,Stanley Morgan,5,CIN,GB,11,4500,3000,3,0,0,0.0
WR,Trenton Irwin,5,CIN,GB,11,4500,3000,3,0,0,0.0
WR,David Moore,5,DEN,PIT,28,4500,3000,3,0,0,0.0
WR,Diontae Spencer,5,DEN,PIT,28,4500,3000,3,0,0,0.0
WR,Tyrie Cleveland,5,DEN,PIT,28,4500,3000,3,0,0,0.0
WR,Kalif Raymond,5,DET,MIN,22,5300,4800,4.8,0,0,0.0
WR,Trinity Benson,5,DET,MIN,22,4600,3000,3,0,0,0.0
WR,Tom Kennedy,5,DET,MIN,22,4500,3000,3,0,0,0.0
WR,Equanimeous St. Brown,5,GB,CIN,15,4500,3000,3,0,0,0.0
WR,Malik Taylor,5,GB,CIN,15,4500,3000,3,0,0,0.0
WR,Amari Rodgers,5,GB,CIN,15,4600,3000,3,0,0,0.0
WR,Danny Amendola,5,HOU,NE,4,4700,3200,3.2,0,0,0.0
WR,Andre Roberts,5,HOU,NE,4,4500,3000,3,0,0,0.0
WR,Davion Davis,5,HOU,NE,4,4500,3000,3,0,0,0.0
WR,Tyron Johnson,5,JAX,TEN,32,4800,3000,3,0,0,0.0
WR,Albert Wilson,5,MIA,TB,31,4600,3100,3.1,0,0,0.0
WR,DeVante Parker,5,MIA,TB,31,5700,5400,5.4,0,0,0.0
WR,Ihmir Smith-Marsette,5,MIN,DET,14,4500,3000,3,0,0,0.0
WR,Matthew Slater,5,NE,HOU,7,4500,3000,3,0,0,0.0
WR,Gunner Olszewski,5,NE,HOU,7,4500,3000,3,0,0,0.0
WR,Chris Hogan,5,NO,WAS,23,4700,3000,3,0,0,0.0
WR,Ty Montgomery,5,NO,WAS,23,4800,3000,3,0,0,0.0
WR,Lil'Jordan Humphrey,5,NO,WAS,23,4500,3000,3,0,0,0.0
WR,Greg Ward,5,PHI,CAR,8,4800,3200,3.2,0,0,0.0
WR,J.J. Arcega-Whiteside,5,PHI,CAR,8,4500,3000,3,0,0,0.0
WR,James Washington,5,PIT,DEN,13,5000,4200,4.2,0,0,0.0
WR,Cody White,5,PIT,DEN,13,4500,3000,3,0,0,0.0
WR,Jaydon Mickens,5,TB,MIA,12,4500,3000,3,0,0,0.0
WR,Jaelon Darden,5,TB,MIA,12,4500,3000,3,0,0,0.0
WR,Julio Jones,5,TEN,JAX,19,6800,6700,6.7,0,0,0.0
WR,Nick Westbrook-Ikhine,5,TEN,JAX,19,5300,3700,3.7,0,0,0.0
WR,Cam Sims,5,WAS,NO,21,4700,3000,3,0,0,0.0
WR,Antonio Gandy-Golden,5,WAS,NO,21,4600,3000,3,0,0,0.0
WR,Dyami Brown,5,WAS,NO,21,4700,3200,3.2,0,0,0.0
WR,Breshad Perriman,5,CHI,LV,5,4500,3000,3,0,0,0.0
WR,Damiere Byrd,5,CHI,LV,5,4600,3000,3,0,0,0.0
WR,Jakeem Grant Sr.,5,CHI,LV,5,4500,3000,3,0,0,0.0
WR,Anthony Schwartz,5,CLE,LAC,3,4600,3000,3,0,0,0.0
WR,KJ Hill Jr.,5,LAC,CLE,6,4600,3000,3,0,0,0.0
WR,Andy Isabella,5,ARI,SF,17,4500,3000,3,0,0,0.0
WR,Antoine Wesley,5,ARI,SF,17,4500,3000,3,0,0,0.0
WR,Malik Turner,5,DAL,NYG,10,4500,3000,3,0,0,0.0
WR,Simi Fehoko,5,DAL,NYG,10,4500,3000,3,0,0,0.0
WR,Sterling Shepard,5,NYG,DAL,30,6400,5300,5.3,0,0,0.0
WR,Kenny Golladay,5,NYG,DAL,30,6200,5900,5.9,0,0,0.0
WR,Darius Slayton,5,NYG,DAL,30,5300,4100,4.1,0,0,0.0
WR,Collin Johnson,5,NYG,DAL,30,4900,3000,3,0,0,0.0
WR,Travis Benjamin,5,SF,ARI,25,4500,3000,3,0,0,0.0
WR,Trent Sherfield,5,SF,ARI,25,4600,3100,3.1,0,0,0.0
WR,Jauan Jennings,5,SF,ARI,25,4600,3000,3,0,0,0.0
WR,Jake Kumerow,5,BUF,KC,26,4500,3000,3,0,0,0.0
WR,Isaiah McKenzie,5,BUF,KC,26,4600,3000,3,0,0,0.0
WR,Marcus Kemp,5,KC,BUF,1,4600,3000,3,0,0,0.0
WR,Daurice Fountain,5,KC,BUF,1,4500,3000,3,0,0,0.0
WR,Jody Fortson,5,KC,BUF,1,4900,2500,2.5,0,0,0.0
WR,Miles Boykin,5,BAL,IND,24,4500,3000,3,0,0,0.0
WR,Tylan Wallace,5,BAL,IND,24,4500,3000,3,0,0,0.0
WR,Mike Strachan,5,IND,BAL,8,4600,3000,3,0,0,0.0
WR,Greg Ward,6,PHI,TB,30,4800,3100,3.1,0,0,0.0
WR,J.J. Arcega-Whiteside,6,PHI,TB,30,4500,3000,3,0,0,0.0
WR,Jalen Reagor,6,PHI,TB,30,5400,4000,4,0,0,0.0
WR,Jaydon Mickens,6,TB,PHI,7,4500,3000,3,0,0,0.0
WR,Tyler Johnson,6,TB,PHI,7,4900,3200,3.2,0,0,0.0
WR,Jaelon Darden,6,TB,PHI,7,4500,3000,3,0,0,0.0
WR,Tavon Austin,6,JAX,MIA,29,5100,3200,3.2,0,0,0.0
WR,Laquon Treadwell,6,JAX,MIA,29,4500,3000,3,0,0,0.0
WR,Tyron Johnson,6,JAX,MIA,29,4900,3000,3,0,0,0.0
WR,DeVante Parker,6,MIA,JAX,12,5700,5200,5.2,0,0,0.0
WR,Isaiah Ford,6,MIA,JAX,12,4600,3000,3,0,0,0.0
WR,Preston Williams,6,MIA,JAX,12,5300,3100,3.1,0,0,0.0
WR,Kirk Merritt,6,MIA,JAX,12,4500,3000,3,0,0,0.0
WR,Sammy Watkins,6,BAL,LAC,4,5500,4300,4.3,0,0,0.0
WR,James Proche II,6,BAL,LAC,4,5000,3000,3,0,0,0.0
WR,Tylan Wallace,6,BAL,LAC,4,4500,3000,3,0,0,0.0
WR,Breshad Perriman,6,CHI,GB,11,4500,3000,3,0,0,0.0
WR,Damiere Byrd,6,CHI,GB,11,4600,3000,3,0,0,0.0
WR,Jakeem Grant Sr.,6,CHI,GB,11,4500,3000,3,0,0,0.0
WR,Mike Thomas,6,CIN,DET,10,4600,3000,3,0,0,0.0
WR,Stanley Morgan,6,CIN,DET,10,4500,3000,3,0,0,0.0
WR,Trenton Irwin,6,CIN,DET,10,4500,3000,3,0,0,0.0
WR,Geronimo Allison,6,DET,CIN,16,4500,3000,3,0,0,0.0
WR,Trinity Benson,6,DET,CIN,16,4600,3000,3,0,0,0.0
WR,Randall Cobb,6,GB,CHI,24,5300,3900,3.9,0,0,0.0
WR,Equanimeous St. Brown,6,GB,CHI,24,4500,3000,3,0,0,0.0
WR,Juwann Winfree,6,GB,CHI,24,4500,3000,3,0,0,0.0
WR,Malik Taylor,6,GB,CHI,24,4500,3000,3,0,0,0.0
WR,Danny Amendola,6,HOU,IND,30,4700,3100,3.1,0,0,0.0
WR,Andre Roberts,6,HOU,IND,30,4500,3000,3,0,0,0.0
WR,Davion Davis,6,HOU,IND,30,4500,3000,3,0,0,0.0
WR,Zach Pascal,6,IND,HOU,5,5300,4400,4.4,0,0,0.0
WR,Mike Strachan,6,IND,HOU,5,4700,3000,3,0,0,0.0
WR,Josh Gordon,6,KC,WAS,28,5500,3400,3.4,0,0,0.0
WR,Marcus Kemp,6,KC,WAS,28,4600,3000,3,0,0,0.0
WR,KJ Hill Jr.,6,LAC,BAL,9,4600,3000,3,0,0,0.0
WR,Ben Skowronek,6,LAR,NYG,13,4500,3000,3,0,0,0.0
WR,Tutu Atwell,6,LAR,NYG,13,4600,3000,3,0,0,0.0
WR,Dan Chisena,6,MIN,CAR,6,4500,3000,3,0,0,0.0
WR,Ihmir Smith-Marsette,6,MIN,CAR,6,4500,3000,3,0,0,0.0
WR,John Ross,6,NYG,LAR,17,5400,3100,3.1,0,0,0.0
WR,Kenny Golladay,6,NYG,LAR,17,6000,5700,5.7,0,0,0.0
WR,C.J. Board,6,NYG,LAR,17,4800,3000,3,0,0,0.0
WR,Darius Slayton,6,NYG,LAR,17,5500,3800,3.8,0,0,0.0
WR,DeAndre Carter,6,WAS,KC,25,4800,3000,3,0,0,0.0
WR,Curtis Samuel,6,WAS,KC,25,5000,3500,3.5,0,0,0.0
WR,Cam Sims,6,WAS,KC,25,4700,3000,3,0,0,0.0
WR,Antonio Gandy-Golden,6,WAS,KC,25,4600,3000,3,0,0,0.0
WR,Dax Milne,6,WAS,KC,25,4500,3000,3,0,0,0.0
WR,Andy Isabella,6,ARI,CLE,14,4500,3000,3,0,0,0.0
WR,Antoine Wesley,6,ARI,CLE,14,4500,3000,3,0,0,0.0
WR,Rashard Higgins,6,CLE,ARI,23,5300,4400,4.4,0,0,0.0
WR,Malik Turner,6,DAL,NE,8,4500,3000,3,0,0,0.0
WR,Simi Fehoko,6,DAL,NE,8,4500,3000,3,0,0,0.0
WR,John Brown,6,DEN,LV,3,4500,300,0.3,0,0,0.0
WR,David Moore,6,DEN,LV,3,4500,3000,3,0,0,0.0
WR,Diontae Spencer,6,DEN,LV,3,4500,3000,3,0,0,0.0
WR,Tyrie Cleveland,6,DEN,LV,3,4500,3000,3,0,0,0.0
WR,Willie Snead IV,6,LV,DEN,15,4600,3000,3,0,0,0.0
WR,Zay Jones,6,LV,DEN,15,4700,3000,3,0,0,0.0
WR,Matthew Slater,6,NE,DAL,27,4500,3000,3,0,0,0.0
WR,N'Keal Harry,6,NE,DAL,27,5000,3000,3,0,0,0.0
WR,Gunner Olszewski,6,NE,DAL,27,4500,3000,3,0,0,0.0
WR,Cody White,6,PIT,SEA,26,4500,3000,3,0,0,0.0
WR,Jake Kumerow,6,BUF,TEN,32,4500,3000,3,0,0,0.0
WR,Marcus Johnson,6,TEN,BUF,1,5100,3000,3,0,0,0.0
WR,Josh Reynolds,6,TEN,BUF,1,4900,3000,3,0,0,0.0
WR,Cameron Batson,6,TEN,BUF,1,5000,3000,3,0,0,0.0
WR,Donovan Peoples-Jones,7,CLE,DEN,17,5400,4100,4.1,0,0,0.0
WR,John Brown,7,DEN,CLE,29,4500,3000,3,0,0,0.0
WR,Diontae Spencer,7,DEN,CLE,29,4500,3000,3,0,0,0.0
WR,Tyrie Cleveland,7,DEN,CLE,29,4500,3000,3,0,0,0.0
WR,Christian Blake,7,ATL,MIA,30,5000,3000,3,0,0,0.0
WR,Frank Darby,7,ATL,MIA,30,4500,3000,3,0,0,0.0
WR,Sammy Watkins,7,BAL,CIN,10,5500,4500,4.5,0,0,0.0
WR,Miles Boykin,7,BAL,CIN,10,4800,3000,3,0,0,0.0
WR,James Proche II,7,BAL,CIN,10,5000,3000,3,0,0,0.0
WR,Tylan Wallace,7,BAL,CIN,10,4500,3000,3,0,0,0.0
WR,Alex Erickson,7,CAR,NYG,22,4700,3000,3,0,0,0.0
WR,Aaron Parker,7,CAR,NYG,22,4500,3000,3,0,0,0.0
WR,Terrace Marshall Jr.,7,CAR,NYG,22,4800,3200,3.2,0,0,0.0
WR,Mike Thomas,7,CIN,BAL,6,4600,3000,3,0,0,0.0
WR,Auden Tate,7,CIN,BAL,6,4900,3000,3,0,0,0.0
WR,Stanley Morgan,7,CIN,BAL,6,4500,3000,3,0,0,0.0
WR,Trenton Irwin,7,CIN,BAL,6,4500,3000,3,0,0,0.0
WR,Malik Taylor,7,GB,WAS,31,4500,3000,3,0,0,0.0
WR,Amari Rodgers,7,GB,WAS,31,4600,3000,3,0,0,0.0
WR,Josh Gordon,7,KC,TEN,32,5000,3200,3.2,0,0,0.0
WR,Albert Wilson,7,MIA,ATL,23,4800,3000,3,0,0,0.0
WR,DeVante Parker,7,MIA,ATL,23,5600,5000,5,0,0,0.0
WR,Matthew Slater,7,NE,NYJ,3,4500,3000,3,0,0,0.0
WR,Sterling Shepard,7,NYG,CAR,12,6500,5600,5.6,0,0,0.0
WR,Kenny Golladay,7,NYG,CAR,12,5700,5700,5.7,0,0,0.0
WR,David Sills V,7,NYG,CAR,12,4500,3000,3,0,0,0.0
WR,Kadarius Toney,7,NYG,CAR,12,6000,5200,5.2,0,0,0.0
WR,Braxton Berrios,7,NYJ,NE,15,4800,3000,3,0,0,0.0
WR,Jeff Smith,7,NYJ,NE,15,4500,3000,3,0,0,0.0
WR,Chester Rogers,7,TEN,KC,17,5300,3400,3.4,0,0,0.0
WR,Nick Westbrook-Ikhine,7,TEN,KC,17,5200,3300,3.3,0,0,0.0
WR,Mason Kinsey,7,TEN,KC,17,4500,3000,3,0,0,0.0
WR,Curtis Samuel,7,WAS,GB,8,5000,4000,4,0,0,0.0
WR,Cam Sims,7,WAS,GB,8,4700,3000,3,0,0,0.0
WR,Antonio Gandy-Golden,7,WAS,GB,8,4600,3000,3,0,0,0.0
WR,Dyami Brown,7,WAS,GB,8,4900,3600,3.6,0,0,0.0
WR,Geronimo Allison,7,DET,LAR,13,4500,3000,3,0,0,0.0
WR,Trinity Benson,7,DET,LAR,13,4600,3000,3,0,0,0.0
WR,Tom Kennedy,7,DET,LAR,13,4600,3000,3,0,0,0.0
WR,Amon-Ra St. Brown,7,DET,LAR,13,5400,4100,4.1,0,0,0.0
WR,DeSean Jackson,7,LAR,DET,9,5400,3400,3.4,0,0,0.0
WR,Ben Skowronek,7,LAR,DET,9,4500,3000,3,0,0,0.0
WR,Tutu Atwell,7,LAR,DET,9,4600,3000,3,0,0,0.0
WR,Willie Snead IV,7,LV,PHI,7,4600,3000,3,0,0,0.0
WR,Greg Ward,7,PHI,LV,4,4900,3000,3,0,0,0.0
WR,J.J. Arcega-Whiteside,7,PHI,LV,4,4500,3000,3,0,0,0.0
WR,Andy Isabella,7,ARI,HOU,5,4500,3000,3,0,0,0.0
WR,Antoine Wesley,7,ARI,HOU,5,4500,3000,3,0,0,0.0
WR,Breshad Perriman,7,CHI,TB,25,4500,3000,3,0,0,0.0
WR,Jakeem Grant Sr.,7,CHI,TB,25,4500,3000,3,0,0,0.0
WR,Chris Conley,7,HOU,ARI,27,5000,3300,3.3,0,0,0.0
WR,Chris Moore,7,HOU,ARI,27,5200,3600,3.6,0,0,0.0
WR,Davion Davis,7,HOU,ARI,27,4500,3000,3,0,0,0.0
WR,Antonio Brown,7,TB,CHI,21,7400,6300,6.3,0,0,0.0
WR,Cyril Grayson,7,TB,CHI,21,1,3000,3,0,0,0.0
WR,T.Y. Hilton,7,IND,SF,18,6200,4900,4.9,0,0,0.0
WR,Mike Strachan,7,IND,SF,18,4700,3000,3,0,0,0.0
WR,Travis Benjamin,7,SF,IND,26,4500,3000,3,0,0,0.0
WR,Jauan Jennings,7,SF,IND,26,4600,3000,3,0,0,0.0
WR,Kenny Stills,7,NO,SEA,26,5500,3100,3.1,0,0,0.0
WR,Kevin White,7,NO,SEA,26,4500,3000,3,0,0,0.0
WR,Lil'Jordan Humphrey,7,NO,SEA,26,4500,3000,3,0,0,0.0
WR,Deonte Harris,7,NO,SEA,26,5500,4300,4.3,0,0,0.0
WR,Penny Hart,7,SEA,NO,21,4800,3000,3,0,0,0.0
WR,Andy Isabella,8,ARI,GB,12,4500,3000,3,0,0,0.0
WR,Davante Adams,8,GB,ARI,20,8700,8600,8.6,0,0,0.0
WR,Allen Lazard,8,GB,ARI,20,5700,4300,4.3,0,0,0.0
WR,Malik Taylor,8,GB,ARI,20,4500,3000,3,0,0,0.0
WR,Calvin Ridley,8,ATL,CAR,12,7000,6600,6.6,0,0,0.0
WR,Russell Gage,8,ATL,CAR,12,5600,4200,4.2,0,0,0.0
WR,Christian Blake,8,ATL,CAR,12,4800,3000,3,0,0,0.0
WR,Frank Darby,8,ATL,CAR,12,4500,3000,3,0,0,0.0
WR,Emmanuel Sanders,8,BUF,MIA,30,6700,5400,5.4,0,0,0.0
WR,Jake Kumerow,8,BUF,MIA,30,4500,3000,3,0,0,0.0
WR,Isaiah McKenzie,8,BUF,MIA,30,4600,3000,3,0,0,0.0
WR,Robby Anderson,8,CAR,ATL,24,5700,4700,4.7,0,0,0.0
WR,Alex Erickson,8,CAR,ATL,24,4700,3000,3,0,0,0.0
WR,Keith Kirkwood,8,CAR,ATL,24,4800,3000,3,0,0,0.0
WR,Terrace Marshall Jr.,8,CAR,ATL,24,4900,3200,3.2,0,0,0.0
WR,Breshad Perriman,8,CHI,SF,17,4500,3000,3,0,0,0.0
WR,Damiere Byrd,8,CHI,SF,17,4700,3000,3,0,0,0.0
WR,Jakeem Grant Sr.,8,CHI,SF,17,4500,3000,3,0,0,0.0
WR,Mike Thomas,8,CIN,NYJ,4,4600,3000,3,0,0,0.0
WR,Auden Tate,8,CIN,NYJ,4,4700,3000,3,0,0,0.0
WR,Stanley Morgan,8,CIN,NYJ,4,4500,3000,3,0,0,0.0
WR,Trenton Irwin,8,CIN,NYJ,4,4500,3000,3,0,0,0.0
WR,Donovan Peoples-Jones,8,CLE,PIT,27,5300,4200,4.2,0,0,0.0
WR,Anthony Schwartz,8,CLE,PIT,27,4700,3000,3,0,0,0.0
WR,Geronimo Allison,8,DET,PHI,5,4700,3000,3,0,0,0.0
WR,Kalif Raymond,8,DET,PHI,5,5700,5300,5.3,0,0,0.0
WR,KhaDarel Hodge,8,DET,PHI,5,4800,3000,3,0,0,0.0
WR,Trinity Benson,8,DET,PHI,5,4600,3000,3,0,0,0.0
WR,Tom Kennedy,8,DET,PHI,5,4600,3000,3,0,0,0.0
WR,Davion Davis,8,HOU,LAR,7,4500,3000,3,0,0,0.0
